state,district,year,education_literacy_rate,healthcare_doctor_patient_ratio,infrastructure_road_density,digital_financial_inclusion_rate
Orissa,Gajapati,2023,49.58,19.94,44.32,29.82
Orissa,Gajapati,2024,54.3,27.5,53.77,41.16
Orissa,Gajapati,2025,55.5,29.42,56.17,44.04
Orissa,Gajapati,2026,54.15,27.26,53.46,40.79
Orissa,Kandhamal,2020,57.73,13.01,18.23,22.94
Orissa,Kandhamal,2021,60.54,17.51,23.84,29.68
Orissa,Kandhamal,2022,61.17,18.52,25.11,31.2
Orissa,Kandhamal,2023,61.11,18.42,24.99,31.05
Orissa,Kandhamal,2024,62.71,20.97,28.18,34.88
Orissa,Kandhamal,2025,63.68,22.53,30.12,37.21
Orissa,Kandhamal,2026,64.95,24.55,32.66,40.25
Orissa,Baudh,2020,66.17,15.77,23.12,28.64
Orissa,Baudh,2021,67.77,18.33,26.32,32.48
Orissa,Baudh,2022,66.62,16.48,24.01,29.71
Orissa,Baudh,2023,69.91,21.74,30.59,37.6
Orissa,Baudh,2024,70.52,22.72,31.81,39.07
Orissa,Baudh,2025,68.13,18.89,27.03,33.33
Orissa,Baudh,2026,70.22,22.24,31.22,38.35
Orissa,Subarnapur,2020,69.13,14.22,33.52,31.49
Orissa,Subarnapur,2021,72.28,19.27,39.83,39.07
Orissa,Subarnapur,2022,69.46,14.75,34.18,32.29
Orissa,Subarnapur,2023,69.67,15.09,34.6,32.79
Orissa,Subarnapur,2024,69.53,14.87,34.33,32.46
Orissa,Subarnapur,2025,75.4,24.25,46.05,46.53
Orissa,Subarnapur,2026,73.41,21.07,42.08,41.76
Orissa,Balangir,2020,58.85,16.28,28.14,29.58
Orissa,Balangir,2021,60.65,19.16,31.74,33.91
Orissa,Balangir,2022,60.92,19.6,32.29,34.56
Orissa,Balangir,2023,60.19,18.43,30.83,32.81
Orissa,Balangir,2024,61.34,20.27,33.13,35.57
Orissa,Balangir,2025,65.23,26.49,40.91,44.9
Orissa,Balangir,2026,63.69,24.02,37.82,41.2
Orissa,Nuapada,2020,51.68,15.31,26.28,24.77
Orissa,Nuapada,2021,53.5,18.23,29.94,29.15
Orissa,Nuapada,2022,55.35,21.18,33.62,33.57
Orissa,Nuapada,2023,52.91,17.27,28.74,27.71
Orissa,Nuapada,2024,56.94,23.73,36.81,37.39
Orissa,Nuapada,2025,58.2,25.75,39.34,40.43
Orissa,Nuapada,2026,57.4,24.46,37.73,38.5
Orissa,Kalahandi,2020,56.93,19.3,30.56,33.77
Orissa,Kalahandi,2021,58.21,21.35,33.13,36.86
Orissa,Kalahandi,2022,59.04,22.67,34.78,38.84
Orissa,Kalahandi,2023,59.47,23.37,35.65,39.88
Orissa,Kalahandi,2024,55.01,16.23,26.72,29.17
Orissa,Kalahandi,2025,54.85,15.97,26.4,28.78
Orissa,Kalahandi,2026,57.86,20.78,32.42,36.0
Orissa,Rayagada,2020,48.15,21.32,33.52,34.28
Orissa,Rayagada,2021,49.58,23.61,36.38,37.72
Orissa,Rayagada,2022,48.06,21.18,33.34,34.07
Orissa,Rayagada,2023,50.09,24.44,37.41,38.95
Orissa,Rayagada,2024,50.5,25.1,38.24,39.94
Orissa,Rayagada,2025,50.86,25.66,38.94,40.79
Orissa,Rayagada,2026,47.25,19.89,31.73,32.13
Orissa,Nabarangapur,2020,41.64,11.84,15.51,22.73
Orissa,Nabarangapur,2021,44.14,15.83,20.51,28.72
Orissa,Nabarangapur,2022,43.68,15.11,19.6,27.64
Orissa,Nabarangapur,2023,46.24,19.2,24.71,33.77
Orissa,Nabarangapur,2024,46.85,20.17,25.93,35.23
Orissa,Nabarangapur,2025,43.93,15.51,20.1,28.24
Orissa,Nabarangapur,2026,44.35,16.17,20.93,29.24
Orissa,Koraput,2020,43.43,16.36,23.15,24.46
Orissa,Koraput,2021,44.63,18.28,25.55,27.34
Orissa,Koraput,2022,46.4,21.11,29.09,31.58
Orissa,Koraput,2023,46.01,20.49,28.31,30.65
Orissa,Koraput,2024,49.31,25.76,34.9,38.56
Orissa,Koraput,2025,50.04,26.93,36.36,40.31
Orissa,Koraput,2026,49.6,26.23,35.48,39.26
Orissa,Malkangiri,2020,46.27,17.17,26.12,29.89
Orissa,Malkangiri,2021,45.56,16.03,24.69,28.18
Orissa,Malkangiri,2022,45.46,15.87,24.49,27.93
Orissa,Malkangiri,2023,43.22,12.3,20.03,22.58
Orissa,Malkangiri,2024,43.42,12.6,20.41,23.04
Orissa,Malkangiri,2025,48.54,20.8,30.66,35.34
Orissa,Malkangiri,2026,48.65,20.98,30.89,35.61
Chhattisgarh,Koriya,2020,65.79,28.29,54.9,40.77
Chhattisgarh,Koriya,2021,66.88,30.03,57.07,43.38
Chhattisgarh,Koriya,2022,64.12,25.62,51.56,36.77
Chhattisgarh,Koriya,2023,69.34,33.96,61.99,49.28
Chhattisgarh,Koriya,2024,68.03,31.86,59.36,46.13
Chhattisgarh,Koriya,2025,69.18,33.71,61.67,48.9
Chhattisgarh,Koriya,2026,70.62,36.01,64.54,52.35
Chhattisgarh,Surguja,2020,54.12,28.18,50.41,29.18
Chhattisgarh,Surguja,2021,53.02,26.42,48.22,26.54
Chhattisgarh,Surguja,2022,57.4,33.43,56.97,37.05
Chhattisgarh,Surguja,2023,56.71,32.32,55.58,35.39
Chhattisgarh,Surguja,2024,54.46,28.72,51.09,30.0
Chhattisgarh,Surguja,2025,60.42,38.26,63.01,44.29
Chhattisgarh,Surguja,2026,59.4,36.64,60.98,41.86
Chhattisgarh,Jashpur,2020,64.03,21.36,45.63,29.93
Chhattisgarh,Jashpur,2021,60.84,16.26,39.25,22.28
Chhattisgarh,Jashpur,2022,64.82,22.62,47.21,31.82
Chhattisgarh,Jashpur,2023,62.36,18.69,42.29,25.92
Chhattisgarh,Jashpur,2024,62.83,19.44,43.23,27.05
Chhattisgarh,Jashpur,2025,68.17,27.98,53.91,39.86
Chhattisgarh,Jashpur,2026,67.09,26.26,51.76,37.28
Chhattisgarh,Raigarh,2020,66.64,21.32,76.53,30.05
Chhattisgarh,Raigarh,2021,67.7,23.01,78.63,32.57
Chhattisgarh,Raigarh,2022,70.76,27.91,84.75,39.92
Chhattisgarh,Raigarh,2023,71.66,29.35,86.55,42.08
Chhattisgarh,Raigarh,2024,68.26,23.91,79.76,33.94
Chhattisgarh,Raigarh,2025,73.57,32.41,90.39,46.68
Chhattisgarh,Raigarh,2026,68.65,24.53,80.53,34.86
Chhattisgarh,Korba,2020,65.6,29.08,67.93,35.66
Chhattisgarh,Korba,2021,69.46,35.26,75.65,44.93
Chhattisgarh,Korba,2022,68.92,34.4,74.58,43.64
Chhattisgarh,Korba,2023,68.17,33.18,73.06,41.82
Chhattisgarh,Korba,2024,68.89,34.34,74.5,43.55
Chhattisgarh,Korba,2025,70.13,36.33,77.0,46.54
Chhattisgarh,Korba,2026,73.01,40.94,82.75,53.45
Chhattisgarh,Janjgir - Champa,2020,68.36,21.69,87.76,37.93
Chhattisgarh,Janjgir - Champa,2021,69.58,23.63,90.18,40.84
Chhattisgarh,Janjgir - Champa,2022,67.41,20.17,85.85,35.64
Chhattisgarh,Janjgir - Champa,2023,65.96,17.84,82.94,32.15
Chhattisgarh,Janjgir - Champa,2024,71.5,26.71,94.03,45.46
Chhattisgarh,Janjgir - Champa,2025,70.87,25.69,92.76,43.93
Chhattisgarh,Janjgir - Champa,2026,72.08,27.63,95.19,46.84
Chhattisgarh,Bilaspur,2020,64.95,31.23,80.46,36.06
Chhattisgarh,Bilaspur,2021,63.46,28.84,77.47,32.48
Chhattisgarh,Bilaspur,2022,66.01,32.92,82.57,38.6
Chhattisgarh,Bilaspur,2023,64.41,30.37,79.39,34.78
Chhattisgarh,Bilaspur,2024,66.97,34.46,84.5,40.9
Chhattisgarh,Bilaspur,2025,69.01,37.73,88.59,45.81
Chhattisgarh,Bilaspur,2026,67.75,35.71,86.06,42.78
Chhattisgarh,Kabeerdham,2020,53.49,16.08,77.62,27.56
Chhattisgarh,Kabeerdham,2021,54.43,17.58,79.49,29.81
Chhattisgarh,Kabeerdham,2022,58.21,23.62,87.04,38.87
Chhattisgarh,Kabeerdham,2023,54.96,18.43,80.55,31.08
Chhattisgarh,Kabeerdham,2024,55.72,19.65,82.08,32.92
Chhattisgarh,Kabeerdham,2025,56.83,21.42,84.3,35.58
Chhattisgarh,Kabeerdham,2026,57.89,23.11,86.41,38.11
Chhattisgarh,Rajnandgaon,2020,69.27,26.06,77.95,34.95
Chhattisgarh,Rajnandgaon,2021,72.72,31.59,84.86,43.25
Chhattisgarh,Rajnandgaon,2022,70.66,28.28,80.73,38.29
Chhattisgarh,Rajnandgaon,2023,68.94,25.54,77.3,34.18
Chhattisgarh,Rajnandgaon,2024,73.0,32.04,85.42,43.92
Chhattisgarh,Rajnandgaon,2025,69.76,26.85,78.93,36.13
Chhattisgarh,Rajnandgaon,2026,73.22,32.38,85.85,44.43
Chhattisgarh,Durg,2020,71.36,29.84,74.49,41.69
Chhattisgarh,Durg,2021,73.77,33.69,79.3,47.46
Chhattisgarh,Durg,2022,73.35,33.02,78.46,46.46
Chhattisgarh,Durg,2023,77.29,39.33,86.35,55.92
Chhattisgarh,Durg,2024,75.35,36.23,82.47,51.26
Chhattisgarh,Durg,2025,75.87,37.06,83.51,52.51
Chhattisgarh,Durg,2026,79.47,42.82,90.71,61.15
Chhattisgarh,Raipur,2020,67.92,30.13,74.6,39.54
Chhattisgarh,Raipur,2021,69.18,32.16,77.13,42.58
Chhattisgarh,Raipur,2022,70.94,34.97,80.65,46.8
Chhattisgarh,Raipur,2023,68.14,30.48,75.03,40.06
Chhattisgarh,Raipur,2024,72.43,37.35,83.63,50.37
Chhattisgarh,Raipur,2025,69.84,33.2,78.44,44.15
Chhattisgarh,Raipur,2026,72.15,36.91,83.07,49.71
Chhattisgarh,Mahasamund,2020,68.14,25.69,81.15,36.38
Chhattisgarh,Mahasamund,2021,67.42,24.54,79.72,34.66
Chhattisgarh,Mahasamund,2022,67.32,24.38,79.52,34.42
Chhattisgarh,Mahasamund,2023,65.09,20.81,75.05,29.07
Chhattisgarh,Mahasamund,2024,65.28,21.12,75.44,29.53
Chhattisgarh,Mahasamund,2025,70.41,29.32,85.69,41.82
Chhattisgarh,Mahasamund,2026,70.52,29.5,85.91,42.1
Chhattisgarh,Dhamtari,2020,70.82,27.69,75.66,32.33
Chhattisgarh,Dhamtari,2021,74.08,32.91,82.17,40.15
Chhattisgarh,Dhamtari,2022,76.41,36.63,86.83,45.74
Chhattisgarh,Dhamtari,2023,71.61,28.95,77.23,34.22
Chhattisgarh,Dhamtari,2024,71.65,29.02,77.32,34.32
Chhattisgarh,Dhamtari,2025,75.41,35.03,84.83,43.33
Chhattisgarh,Dhamtari,2026,77.44,38.27,88.89,48.2
Chhattisgarh,Uttar Bastar Kanker,2020,63.53,20.32,62.06,24.91
Chhattisgarh,Uttar Bastar Kanker,2021,66.81,25.57,68.63,32.8
Chhattisgarh,Uttar Bastar Kanker,2022,66.12,24.47,67.25,31.14
Chhattisgarh,Uttar Bastar Kanker,2023,64.54,21.93,64.08,27.34
Chhattisgarh,Uttar Bastar Kanker,2024,70.08,30.8,75.17,40.64
Chhattisgarh,Uttar Bastar Kanker,2025,66.63,25.27,68.26,32.35
Chhattisgarh,Uttar Bastar Kanker,2026,69.16,29.33,73.33,38.43
Chhattisgarh,Bastar,2020,49.95,23.02,50.25,25.14
Chhattisgarh,Bastar,2021,51.06,24.79,52.46,27.79
Chhattisgarh,Bastar,2022,51.34,25.24,53.02,28.47
Chhattisgarh,Bastar,2023,53.57,28.81,57.49,33.83
Chhattisgarh,Bastar,2024,52.73,27.46,55.8,31.81
Chhattisgarh,Bastar,2025,53.24,28.29,56.83,33.04
Chhattisgarh,Bastar,2026,55.96,32.63,62.26,39.56
Chhattisgarh,Narayanpur,2020,44.31,14.84,35.77,21.45
Chhattisgarh,Narayanpur,2021,46.81,18.84,40.77,27.45
Chhattisgarh,Narayanpur,2022,44.33,14.87,35.82,21.5
Chhattisgarh,Narayanpur,2023,49.38,22.95,45.92,33.62
Chhattisgarh,Narayanpur,2024,49.64,23.37,46.43,34.23
Chhattisgarh,Narayanpur,2025,50.45,24.67,48.07,36.2
Chhattisgarh,Narayanpur,2026,45.49,16.73,38.14,24.28
Chhattisgarh,Dakshin Bastar Dantewada,2020,39.25,18.14,38.47,23.88
Chhattisgarh,Dakshin Bastar Dantewada,2021,38.94,17.64,37.84,23.12
Chhattisgarh,Dakshin Bastar Dantewada,2022,42.74,23.72,45.44,32.25
Chhattisgarh,Dakshin Bastar Dantewada,2023,43.19,24.45,46.35,33.33
Chhattisgarh,Dakshin Bastar Dantewada,2024,43.78,25.38,47.52,34.73
Chhattisgarh,Dakshin Bastar Dantewada,2025,45.37,27.92,50.69,38.54
Chhattisgarh,Dakshin Bastar Dantewada,2026,43.98,25.7,47.92,35.21
Chhattisgarh,Bijapur,2020,39.24,13.16,31.8,21.06
Chhattisgarh,Bijapur,2021,40.21,14.71,33.74,23.39
Chhattisgarh,Bijapur,2022,37.87,10.97,29.06,17.77
Chhattisgarh,Bijapur,2023,40.17,14.66,33.67,23.3
Chhattisgarh,Bijapur,2024,41.7,17.1,36.73,26.97
Chhattisgarh,Bijapur,2025,43.19,19.48,39.7,30.53
Chhattisgarh,Bijapur,2026,41.81,17.27,36.94,27.22
Madhya Pradesh,Sheopur,2020,49.94,14.21,46.87,37.91
Madhya Pradesh,Sheopur,2021,51.14,16.13,49.27,40.79
Madhya Pradesh,Sheopur,2022,52.91,18.96,52.8,45.03
Madhya Pradesh,Sheopur,2023,52.52,18.33,52.02,44.1
Madhya Pradesh,Sheopur,2024,55.82,23.61,58.62,52.01
Madhya Pradesh,Sheopur,2025,56.55,24.77,60.08,53.76
Madhya Pradesh,Sheopur,2026,56.11,24.08,59.2,52.71
Madhya Pradesh,Morena,2020,63.78,24.27,39.26,56.32
Madhya Pradesh,Morena,2021,62.91,22.88,37.53,54.24
Madhya Pradesh,Morena,2022,64.44,25.32,40.58,57.91
Madhya Pradesh,Morena,2023,67.21,29.76,46.13,64.56
Madhya Pradesh,Morena,2024,64.58,25.55,40.87,58.25
Madhya Pradesh,Morena,2025,66.11,28.0,43.93,61.93
Madhya Pradesh,Morena,2026,66.2,28.14,44.1,62.13
Madhya Pradesh,Bhind,2020,70.38,28.85,42.15,63.87
Madhya Pradesh,Bhind,2021,67.65,24.49,36.7,57.33
Madhya Pradesh,Bhind,2022,70.13,28.46,41.66,63.28
Madhya Pradesh,Bhind,2023,68.28,25.49,37.95,58.83
Madhya Pradesh,Bhind,2024,71.46,30.59,44.32,66.48
Madhya Pradesh,Bhind,2025,73.07,33.16,47.54,70.33
Madhya Pradesh,Bhind,2026,68.19,25.35,37.78,58.62
Madhya Pradesh,Gwalior,2020,71.27,56.85,77.93,67.66
Madhya Pradesh,Gwalior,2021,73.68,60.7,82.74,73.43
Madhya Pradesh,Gwalior,2022,73.06,59.72,81.52,71.95
Madhya Pradesh,Gwalior,2023,73.06,59.72,81.52,71.96
Madhya Pradesh,Gwalior,2024,72.11,58.2,79.61,69.67
Madhya Pradesh,Gwalior,2025,73.84,60.96,83.06,73.81
Madhya Pradesh,Gwalior,2026,77.21,66.35,89.81,81.9
Madhya Pradesh,Datia,2020,67.66,25.58,58.31,56.15
Madhya Pradesh,Datia,2021,68.89,27.54,60.76,59.09
Madhya Pradesh,Datia,2022,70.53,30.17,64.05,63.04
Madhya Pradesh,Datia,2023,69.43,28.42,61.86,60.41
Madhya Pradesh,Datia,2024,67.14,24.75,57.28,54.91
Madhya Pradesh,Datia,2025,67.61,25.5,58.21,56.03
Madhya Pradesh,Datia,2026,69.69,28.84,62.38,61.03
Madhya Pradesh,Shivpuri,2020,56.74,19.27,43.19,45.1
Madhya Pradesh,Shivpuri,2021,56.9,19.52,43.5,45.47
Madhya Pradesh,Shivpuri,2022,55.49,17.27,40.69,42.1
Madhya Pradesh,Shivpuri,2023,56.37,18.68,42.45,44.21
Madhya Pradesh,Shivpuri,2024,56.53,18.92,42.75,44.57
Madhya Pradesh,Shivpuri,2025,61.45,26.8,52.6,56.39
Madhya Pradesh,Shivpuri,2026,62.8,28.95,55.29,59.62
Madhya Pradesh,Tikamgarh,2020,57.07,16.47,45.29,49.35
Madhya Pradesh,Tikamgarh,2021,58.81,19.25,48.76,53.51
Madhya Pradesh,Tikamgarh,2022,57.62,17.35,46.38,50.66
Madhya Pradesh,Tikamgarh,2023,57.22,16.72,45.59,49.71
Madhya Pradesh,Tikamgarh,2024,59.65,20.6,50.44,55.53
Madhya Pradesh,Tikamgarh,2025,59.89,20.99,50.93,56.12
Madhya Pradesh,Tikamgarh,2026,63.0,25.96,57.15,63.58
Madhya Pradesh,Chhatarpur,2020,57.2,17.98,44.77,47.1
Madhya Pradesh,Chhatarpur,2021,56.73,17.23,43.84,45.98
Madhya Pradesh,Chhatarpur,2022,60.77,23.69,51.91,55.67
Madhya Pradesh,Chhatarpur,2023,57.48,18.42,45.32,47.76
Madhya Pradesh,Chhatarpur,2024,62.93,27.15,56.24,60.86
Madhya Pradesh,Chhatarpur,2025,59.36,21.44,49.1,52.29
Madhya Pradesh,Chhatarpur,2026,58.4,19.89,47.16,49.96
Madhya Pradesh,Panna,2020,56.94,12.38,31.51,34.93
Madhya Pradesh,Panna,2021,57.0,12.46,31.62,35.06
Madhya Pradesh,Panna,2022,60.96,18.81,39.55,44.57
Madhya Pradesh,Panna,2023,59.02,15.69,35.65,39.9
Madhya Pradesh,Panna,2024,62.73,21.63,43.07,48.81
Madhya Pradesh,Panna,2025,61.48,19.63,40.57,45.81
Madhya Pradesh,Panna,2026,62.84,21.8,43.29,49.07
Madhya Pradesh,Sagar,2020,67.57,24.96,64.87,40.9
Madhya Pradesh,Sagar,2021,67.63,25.05,64.98,41.03
Madhya Pradesh,Sagar,2022,71.59,31.4,72.91,50.55
Madhya Pradesh,Sagar,2023,69.65,28.28,69.01,45.88
Madhya Pradesh,Sagar,2024,73.36,34.22,76.43,54.78
Madhya Pradesh,Sagar,2025,72.11,32.22,73.93,51.78
Madhya Pradesh,Sagar,2026,73.47,34.39,76.65,55.04
Madhya Pradesh,Damoh,2020,65.8,22.36,64.05,44.29
Madhya Pradesh,Damoh,2021,65.93,22.58,64.33,44.62
Madhya Pradesh,Damoh,2022,62.22,16.65,56.91,35.72
Madhya Pradesh,Damoh,2023,62.68,17.38,57.82,36.81
Madhya Pradesh,Damoh,2024,65.5,21.89,63.46,43.57
Madhya Pradesh,Damoh,2025,68.19,26.2,68.85,50.04
Madhya Pradesh,Damoh,2026,68.22,26.25,68.91,50.11
Madhya Pradesh,Satna,2020,63.89,28.51,55.85,42.44
Madhya Pradesh,Satna,2021,66.36,32.47,60.8,48.38
Madhya Pradesh,Satna,2022,67.61,34.47,63.3,51.38
Madhya Pradesh,Satna,2023,69.28,37.13,66.63,55.38
Madhya Pradesh,Satna,2024,69.07,36.81,66.22,54.89
Madhya Pradesh,Satna,2025,70.09,38.43,68.25,57.32
Madhya Pradesh,Satna,2026,67.36,34.06,62.79,50.77
Madhya Pradesh,Rewa,2020,64.9,26.75,48.49,47.93
Madhya Pradesh,Rewa,2021,66.83,29.84,52.35,52.56
Madhya Pradesh,Rewa,2022,64.12,25.5,46.92,46.05
Madhya Pradesh,Rewa,2023,64.61,26.29,47.91,47.23
Madhya Pradesh,Rewa,2024,65.17,27.19,49.03,48.58
Madhya Pradesh,Rewa,2025,70.47,35.67,59.63,61.3
Madhya Pradesh,Rewa,2026,72.17,38.38,63.02,65.37
Madhya Pradesh,Umaria,2020,61.73,22.02,53.26,38.74
Madhya Pradesh,Umaria,2021,58.49,16.84,46.78,30.97
Madhya Pradesh,Umaria,2022,58.64,17.08,47.09,31.33
Madhya Pradesh,Umaria,2023,59.81,18.96,49.43,34.14
Madhya Pradesh,Umaria,2024,59.86,19.03,49.52,34.25
Madhya Pradesh,Umaria,2025,59.62,18.65,49.05,33.68
Madhya Pradesh,Umaria,2026,59.21,18.0,48.23,32.71
Madhya Pradesh,Neemuch,2020,67.22,28.06,71.22,56.98
Madhya Pradesh,Neemuch,2021,66.8,27.4,70.39,55.99
Madhya Pradesh,Neemuch,2022,69.22,31.28,75.23,61.8
Madhya Pradesh,Neemuch,2023,65.61,25.5,68.01,53.13
Madhya Pradesh,Neemuch,2024,64.9,24.35,66.58,51.41
Madhya Pradesh,Neemuch,2025,68.14,29.53,73.05,59.18
Madhya Pradesh,Neemuch,2026,68.61,30.29,74.0,60.32
Madhya Pradesh,Mandsaur,2020,65.94,23.66,69.81,52.3
Madhya Pradesh,Mandsaur,2021,66.04,23.82,70.0,52.53
Madhya Pradesh,Mandsaur,2022,69.35,29.11,76.62,60.47
Madhya Pradesh,Mandsaur,2023,65.65,23.19,69.21,51.59
Madhya Pradesh,Mandsaur,2024,71.41,32.41,80.74,65.42
Madhya Pradesh,Mandsaur,2025,67.71,26.49,73.34,56.53
Madhya Pradesh,Mandsaur,2026,70.65,31.19,79.22,63.6
Madhya Pradesh,Ratlam,2020,62.34,34.68,68.36,52.54
Madhya Pradesh,Ratlam,2021,59.77,30.56,63.21,46.35
Madhya Pradesh,Ratlam,2022,61.59,33.48,66.86,50.74
Madhya Pradesh,Ratlam,2023,65.35,39.49,74.37,59.75
Madhya Pradesh,Ratlam,2024,65.45,39.66,74.58,60.0
Madhya Pradesh,Ratlam,2025,63.52,36.56,70.71,55.35
Madhya Pradesh,Ratlam,2026,65.95,40.45,75.57,61.19
Madhya Pradesh,Ujjain,2020,68.04,42.71,77.24,64.18
Madhya Pradesh,Ujjain,2021,65.47,38.59,72.08,57.99
Madhya Pradesh,Ujjain,2022,67.3,41.51,75.74,62.38
Madhya Pradesh,Ujjain,2023,71.05,47.51,83.25,71.38
Madhya Pradesh,Ujjain,2024,71.15,47.68,83.46,71.64
Madhya Pradesh,Ujjain,2025,69.22,44.58,79.58,66.99
Madhya Pradesh,Ujjain,2026,71.65,48.48,84.45,72.83
Madhya Pradesh,Shajapur,2020,63.45,24.74,68.82,51.92
Madhya Pradesh,Shajapur,2021,66.49,29.6,74.9,59.21
Madhya Pradesh,Shajapur,2022,65.37,27.8,72.65,56.51
Madhya Pradesh,Shajapur,2023,67.98,31.99,77.89,62.8
Madhya Pradesh,Shajapur,2024,68.82,33.32,79.55,64.79
Madhya Pradesh,Shajapur,2025,67.68,31.51,77.28,62.07
Madhya Pradesh,Shajapur,2026,67.32,30.93,76.56,61.21
Madhya Pradesh,Dewas,2020,64.55,38.62,82.67,57.64
Madhya Pradesh,Dewas,2021,61.99,34.52,77.55,51.49
Madhya Pradesh,Dewas,2022,65.59,40.29,84.76,60.15
Madhya Pradesh,Dewas,2023,65.53,40.19,84.64,60.0
Madhya Pradesh,Dewas,2024,62.98,36.11,79.53,53.88
Madhya Pradesh,Dewas,2025,65.42,40.02,84.42,59.74
Madhya Pradesh,Dewas,2026,66.66,41.99,86.88,62.7
Madhya Pradesh,Dhar,2020,53.52,31.25,76.26,45.78
Madhya Pradesh,Dhar,2021,52.81,30.12,74.84,44.08
Madhya Pradesh,Dhar,2022,53.84,31.76,76.9,46.55
Madhya Pradesh,Dhar,2023,56.31,35.71,81.83,52.47
Madhya Pradesh,Dhar,2024,56.48,35.98,82.18,52.88
Madhya Pradesh,Dhar,2025,55.51,34.43,80.23,50.55
Madhya Pradesh,Dhar,2026,54.41,32.67,78.04,47.91
Madhya Pradesh,Indore,2020,76.06,69.9,86.46,74.26
Madhya Pradesh,Indore,2021,73.48,65.78,81.31,68.08
Madhya Pradesh,Indore,2022,75.31,68.71,84.97,72.46
Madhya Pradesh,Indore,2023,79.06,74.71,92.47,81.47
Madhya Pradesh,Indore,2024,79.17,74.88,92.68,81.72
Madhya Pradesh,Indore,2025,77.23,71.78,88.81,77.07
Madhya Pradesh,Indore,2026,79.66,75.67,93.68,82.92
Madhya Pradesh,Khargone (West Nimar),2020,58.1,26.59,77.01,44.99
Madhya Pradesh,Khargone (West Nimar),2021,59.19,28.33,79.2,47.6
Madhya Pradesh,Khargone (West Nimar),2022,59.87,29.43,80.57,49.25
Madhya Pradesh,Khargone (West Nimar),2023,55.95,23.16,72.73,39.84
Madhya Pradesh,Khargone (West Nimar),2024,57.54,25.69,75.89,43.64
Madhya Pradesh,Khargone (West Nimar),2025,56.96,24.76,74.74,42.25
Madhya Pradesh,Khargone (West Nimar),2026,59.25,28.42,79.31,47.74
Madhya Pradesh,Barwani,2020,42.0,19.07,65.16,29.01
Madhya Pradesh,Barwani,2021,46.29,25.93,73.74,39.3
Madhya Pradesh,Barwani,2022,46.9,26.91,74.96,40.77
Madhya Pradesh,Barwani,2023,43.7,21.79,68.56,33.09
Madhya Pradesh,Barwani,2024,44.92,23.75,71.01,36.02
Madhya Pradesh,Barwani,2025,49.77,31.51,80.7,47.66
Madhya Pradesh,Barwani,2026,48.1,28.83,77.36,43.64
Madhya Pradesh,Rajgarh,2020,58.49,23.9,70.47,52.86
Madhya Pradesh,Rajgarh,2021,54.65,17.75,62.78,43.63
Madhya Pradesh,Rajgarh,2022,55.19,18.62,63.86,44.94
Madhya Pradesh,Rajgarh,2023,55.53,19.16,64.54,45.74
Madhya Pradesh,Rajgarh,2024,58.23,23.49,69.95,52.24
Madhya Pradesh,Rajgarh,2025,55.74,19.5,64.96,46.25
Madhya Pradesh,Rajgarh,2026,63.01,31.13,79.51,63.71
Madhya Pradesh,Vidisha,2020,64.41,27.94,58.74,52.64
Madhya Pradesh,Vidisha,2021,62.18,24.38,54.28,47.3
Madhya Pradesh,Vidisha,2022,67.24,32.48,64.41,59.45
Madhya Pradesh,Vidisha,2023,62.69,25.19,55.3,48.52
Madhya Pradesh,Vidisha,2024,62.42,24.77,54.77,47.88
Madhya Pradesh,Vidisha,2025,68.9,35.13,67.72,63.42
Madhya Pradesh,Vidisha,2026,70.17,37.16,70.27,66.47
Madhya Pradesh,Bhopal,2020,75.88,59.63,76.32,64.53
Madhya Pradesh,Bhopal,2021,75.99,59.8,76.54,64.79
Madhya Pradesh,Bhopal,2022,76.69,60.92,77.94,66.47
Madhya Pradesh,Bhopal,2023,78.8,64.3,82.16,71.53
Madhya Pradesh,Bhopal,2024,77.91,62.87,80.37,69.38
Madhya Pradesh,Bhopal,2025,79.4,65.26,83.35,72.97
Madhya Pradesh,Bhopal,2026,76.16,60.08,76.87,65.19
Madhya Pradesh,Sehore,2020,65.55,34.0,76.43,57.37
Madhya Pradesh,Sehore,2021,65.09,33.26,75.51,56.26
Madhya Pradesh,Sehore,2022,62.67,29.4,70.68,50.47
Madhya Pradesh,Sehore,2023,63.65,30.96,72.64,52.82
Madhya Pradesh,Sehore,2024,67.41,36.98,80.16,61.84
Madhya Pradesh,Sehore,2025,65.82,34.44,76.98,58.03
Madhya Pradesh,Sehore,2026,68.22,38.27,81.77,63.78
Madhya Pradesh,Raisen,2020,65.37,31.42,67.22,49.99
Madhya Pradesh,Raisen,2021,64.5,30.03,65.49,47.91
Madhya Pradesh,Raisen,2022,66.03,32.47,68.54,51.57
Madhya Pradesh,Raisen,2023,68.8,36.91,74.09,58.23
Madhya Pradesh,Raisen,2024,66.17,32.7,68.83,51.92
Madhya Pradesh,Raisen,2025,67.71,35.15,71.89,55.59
Madhya Pradesh,Raisen,2026,67.79,35.29,72.06,55.8
Madhya Pradesh,Betul,2020,63.37,25.91,64.23,38.7
Madhya Pradesh,Betul,2021,66.6,31.08,70.69,46.45
Madhya Pradesh,Betul,2022,64.66,27.98,66.82,41.81
Madhya Pradesh,Betul,2023,63.72,26.47,64.93,39.54
Madhya Pradesh,Betul,2024,64.47,27.68,66.44,41.35
Madhya Pradesh,Betul,2025,69.45,35.64,76.39,53.29
